SL NO. ,FIRNO,POLICE STATION ,U/S ,DATE ,OFFENDING VEHICLE ,VICTIMS ,PLACE OF OCCURANCE,ROAD NAME,YEAR
3972,794,LAXMI NAGAR (SHAKAR PUR),279/337/304 A IPC,23-Sep-16,PVT CAR,PED,TWDS ITO NEAR LAXMI NAGAR METR,VIKAS MARG,2016
22112,794,JAIT PUR,279/337/304 A IPC,24-Dec-18,S/C&M/C,TWW,MEETHAPUR CHOWK TO LOHIAPULSID,AGRA CANAL ROAD,2018
22517,794,LAJPAT NAGAR,279/337 IPC,16-Dec-16,PVT CAR,CAR,AT AFGANI CHOWK LAJPATN AGA,MINOR ROADS,2016
9970,795,NEW USHMAN PUR,279/304 A IPC,10-Oct-18,UNKNOWN,TWW,N/R POWER HOUSE PUSTA,PUSTA ROAD,2018
11112,795,ADARSH NAGAR,279/337 IPC,12-Dec-20,HTV/GDS,ERC,NR DEV HOSPITAL,GTK ROAD,2020
19488,795,NEB SARAI,279/338 IPC,29-Oct-16,PVT CAR,TWW,OPP GALI NO 2 FREEDOM FIGHTERN,MINOR ROADS,2016
26480,795,BINDA PUR,279/337 IPC,19-Sep-18,S/C&M/C,CYC,C BLOCK DDA FLAT BINDAPUR,MINOR ROADS,2018
30024,795,RAJOURI GARDEN,279/337 IPC,10-Sep-20,S/C&M/C,TWW,RAJAORI GARDEN METRO STN,NAJAF GARH ROAD,2020
9971,796,NEW USHMAN PUR,279/337/304 A IPC,10-Oct-18,HTV/GDS,TWW,RED LIGHT SHATRI PARK,GRANT TRUNK ROAD,2018
13626,796,NARELA (OLD IND. AREA),279/337 IPC,31-Oct-16,UNKNOWN,PED,NR RELIANCE FRESH NARELA DELHI,MINOR ROADS,2016
17789,796,SULTAN PURI,279/337 IPC,07-Oct-18,UNKNOWN,PED,NR SHIV SHAKTI DHARM KANTA,MINOR ROADS,2018
22518,796,LAJPAT NAGAR,279/337 IPC,17-Dec-16,S/C&M/C,PED,BUS STAND NR GUPTA MKT,RING ROAD,2016
24442,796,BABA HARIDAS NAGAR,279/338 IPC,21-Aug-20,PVT CAR,TWW,CROSSING GANDA NALA JHARODA BI,JHARODA ROAD,2020
28554,796,NANGLOI,279/337/304 A IPC,11-Jul-20,PVT CAR,TAX,NANGLOI FLYOVER,ROHTAK ROAD,2020
17113,797,SAMAY PUR BADLI,279/337 IPC,19-Nov-19,UNKNOWN,TWW,MUKARBA CHOWK TO BYPASS NALA K,OUTER RING ROAD,2019
26669,797,DABRI,279/337 IPC,25-Dec-19,S/C&M/C,PED,NR JANKI PURI INF RZ B 85 JANK,MINOR ROADS,2019
28538,797,NANGLOI,279/337 IPC,21-Dec-19,PVT CAR,PED,NR RAJDHANI PARK METRO STATION,ROHTAK ROAD,2019
28865,797,NIHAL VIHAR,279/337/338 IPC,09-Dec-18,UNKNOWN,PED,N/RSAYED VILL GANDA NALA ROAD,MINOR ROADS,2018
30025,797,RAJOURI GARDEN,279/337 IPC,11-Sep-20,S/C&M/C,PED,"OPP GITANJALI SALOON, MS MARG",MINOR ROADS,2020
9182,798,KHAZOORI,279/337 IPC,20-Nov-16,UNKNOWN,TWW,NANKSAR RED LIGHT SONIA VIHAR,WAZIRABAD ROAD,2016
13318,798,MUKHERJI NAGAR,279/337 IPC,26-Aug-16,HTV/GDS,TWW,CAMP CHOWK MUKHERJEE NAGAR,RING ROAD,2016
13378,798,MUKHERJI NAGAR,279/337 IPC,18-Oct-17,S/C&M/C,CYC,NIRANKARI COLONY BURARI ROAD,MINOR ROADS,2017
13627,798,NARELA (OLD IND. AREA),279/337 IPC,31-Oct-16,S/C&M/C,CYC,MANSA DEVI RD SINGHOLA SANKARI,MINOR ROADS,2016
14129,798,SAMAY PUR BADLI,279/304 A IPC,24-Nov-20,HTV/GDS,PED,GALI NO 6 LIBASPUR GURUDWARA R,MINOR ROADS,2020
30064,798,RANHOLA,279/304 A IPC,26-Oct-16,HTV/GDS,TWW,MOHAN GARDEN INF YADAV SERVICE,MINOR ROADS,2016
14010,799,SAMAY PUR BADLI,279/337 IPC,07-Sep-17,PVT CAR,PED,KARNAL BYPASS MUKARBA CHOWK,GTK ROAD,2017
14107,799,SAMAY PUR BADLI,279/337 IPC,19-Nov-19,PVT CAR,TWW,NR POST OFFICE SAMAIPUR,BAWANA ROAD,2019
17790,799,SULTAN PURI,279/304 A IPC,08-Oct-18,UNKNOWN,PED,"INF BOB BANK, SULTANPURI",NANGLOI S.PURI ROAD,2018
19291,799,MEHRAULI,279/337 IPC,27-Mar-16,UNKNOWN,PED,NR CHAWLA RESTAURANT NR NANDA,MINOR ROADS,2016
19402,799,MEHRAULI,279/304 A IPC,03-Dec-18,DTC BUS,PED,MEHROALI BUS TERMINAL,MEHRAULI BADARPUR RD,2018
22113,799,JAIT PUR,279/337 IPC,28-Dec-18,PVT CAR,PED,NR WINE SHOP JAITPUR,MINOR ROADS,2018
26511,799,BINDA PUR,279/337 IPC,23-Jul-20,PVT CAR,PED,NAND RAM PARK PALI FACTORY,MINOR ROADS,2020
28771,799,NIHAL VIHAR,279/337/304 A IPC,19-Oct-16,UNKNOWN,PED,GANDA NALA RD CHANDER VIHAR NI,MINOR ROADS,2016
9183,800,KHAZOORI,279/337 IPC,21-Nov-16,S/C&M/C,PED,OLD CUT PS RED LIGHT,PUSTA ROAD,2016
29726,800,PUNJABI BAGH,279/304 A IPC,04-Oct-20,HTV/GDS,TAX,WAY TWDS ZAKHIRA NR PUNJABI BA,ROHTAK ROAD,2020
10268,801,SEEMA PURI,279/337 IPC,04-Oct-17,UNKNOWN,PED,SEEMA PURI KACHI ROAD,MINOR ROADS,2017
14130,801,SAMAY PUR BADLI,279/337 IPC,27-Nov-20,S/C&M/C,PED,UPPER GTK RD LIBASPUR BUS STAN,GTK ROAD,2020
16209,801,MANGOL PURI,279/337 IPC,14-Aug-19,UNKNOWN,TWW,NR SANJAYGANDI HOSPITAL,MINOR ROADS,2019
17100,801,SAMAY PUR BADLI,279/337 IPC,16-Oct-18,UNKNOWN,TWW,NR ROHINI JAIL,MINOR ROADS,2018
24806,801,CHHAWALA,279/337 IPC,06-Sep-20,PVT CAR,TWW,JHATIKAR ROAD,MINOR ROADS,2020
25804,801,UTTAM NAGAR,279/304 A IPC,12-Nov-16,UNKNOWN,PED,NR BUS TERMINAL NAJAFGARH RD,NAJAF GARH ROAD,2016
30151,801,RANHOLA,279/337 IPC,22-Aug-20,TEMPO,ERC,RADHA SWAMI SATSANG BHAWAN,NAJAFGARH NANGLOI RD,2020
9972,802,NEW USHMAN PUR,279/337 IPC,13-Oct-18,PVT CAR,PED,I/F JPC HOSPITAL GAT NO.2,MINOR ROADS,2018
18956,802,LAJPAT NAGAR,279/337 IPC,20-Dec-16,UNKNOWN,TWW,OPP LAJPAT NAGAR I SUBWAY,MINOR ROADS,2016
19461,802,MEHRAULI,279/337 IPC,09-Dec-20,UNKNOWN,PED,NR TIVOLI GARDEN CHATTARPUR RD,MINOR ROADS,2020
26564,802,DABRI,279/337 IPC,14-Dec-16,S/C&M/C,TWW,NR GURUDWARA RD CHANKYA PLACE,MINOR ROADS,2016
13628,803,NARELA (OLD IND. AREA),279/337 IPC,01-Nov-16,TEMPO,PED,INF SRHC HOSPITAL NARELA DLHI,MINOR ROADS,2016
25570,803,NAJAFGARH,279/338 IPC,19-Sep-20,PVT CAR,PED,"PLT NO 365, NANGLI INSTRY AREA",MINOR ROADS,2020
28834,803,NIHAL VIHAR,279/304 A IPC,03-Dec-17,UNKNOWN,TWW,T POINT KUNWAR SINGH NGR,NAJAFGARH NANGLOI RD,2017
8903,804,HARSH VIHAR,279/337 IPC,25-Sep-20,TEMPO,POV,SEWA DHAMROAD BORDER,MINOR ROADS,2020
10269,804,SEEMA PURI,279/337 IPC,06-Oct-17,S/C&M/C,PED,INF DILSHAD GARDEN METRO STATI,MINOR ROADS,2017
16605,804,PRASHANT VIHAR,279/304 A IPC,13-Nov-16,UNKNOWN,PED,SECTOR 9 ROHINI,MINOR ROADS,2016
9798,805,NEW USHMAN PUR,279/337 IPC,05-Oct-16,UNKNOWN,PED,IT PARK NR RED LIGHT TWDS ISBT,GRANT TRUNK ROAD,2016
13379,805,MUKHERJI NAGAR,279/337 IPC,21-Oct-17,PVT CAR,TWW,NR K CAMP RED LIGHT,MINOR ROADS,2017
17231,805,SHAHBAD DAIRY,279/304 A IPC,12-Nov-16,UNKNOWN,TWW,BUDH BAZAR RD H.KALAN,MINOR ROADS,2016
19292,805,MEHRAULI,279/337 IPC,27-Mar-16,UNKNOWN,CYC,NR ANDHERIA MORE MG ROAD,MEHRAULI GURGAON RD,2016
25965,805,UTTAM NAGAR,279/337 IPC,21-Sep-20,BUS OTR,PED,INSIDE BUS TERMINAL UTTAM NGR,MINOR ROADS,2020
29727,805,PUNJABI BAGH,279/337 IPC,08-Oct-20,PVT CAR,TWW,NR HDFC BANK SHIVANAND SCHOOL,MINOR ROADS,2020
11113,806,ADARSH NAGAR,279/337 IPC,23-Dec-20,S/C&M/C,TWW,NR FOOT BRIDGE KEWAL PARK,51 NO ROAD,2020
24443,806,BABA HARIDAS NAGAR,279/304 A IPC,24-Aug-20,UNKNOWN,PED,KHOHWALA DHARMKANTA NAJAFGARG,DANSHA ROAD,2020
25849,806,UTTAM NAGAR,279/337 IPC,07-Nov-17,DTC BUS,PED,DTC BUS DEPOT GATE UTTAM NAGAR,MINOR ROADS,2017
26681,806,DABRI,279/337 IPC,17-Oct-20,PVT CAR,ERC,RZ-25 SERVICE RD,MINOR ROADS,2020
29728,806,PUNJABI BAGH,279/338 IPC,08-Oct-20,UNKNOWN,PED,ROAD NO 41 WEST PUNJABI BAGH,MINOR ROADS,2020
9184,807,KHAZOORI,279/337 IPC,30-Nov-16,DELIVRY,TWW,GALI NO 7 CBLK NEHRU VIHAR DEL,MINOR ROADS,2016
13692,807,NARELA (OLD IND. AREA),279/337 IPC,18-Oct-17,TEMPO,TWW,INF JP DHARMKANTA DSIIDC NAREL,MINOR ROADS,2017
25850,807,UTTAM NAGAR,279/337 IPC,09-Nov-17,UNKNOWN,PED,METRO PILLAR NO 705 UTTAM NAGA,NAJAF GARH ROAD,2017
26565,807,DABRI,279/338 IPC,19-Dec-16,MIN.BUS,PED,NR VIJAY ENCLAVE BUS STAND,MINOR ROADS,2016
9376,808,KHAZOORI,279/337 IPC,15-Oct-20,TEMPO,TWW,KHAJURI CHOWCK LONI SE,PUSTA ROAD,2020
9706,808,NAND NAGRI,279/337 IPC,17-Nov-20,DTC BUS,PAS,GAGAN BUS STAND TWDS DC CHAMBE,MINOR ROADS,2020
25585,808,RANHOLA,279/337 IPC,29-Oct-16,UNKNOWN,TWW,NE SARKARI SCL VILL BAPROLA DE,NAJAFGARH NANGLOI RD,2016
26682,808,DABRI,279/337 IPC,18-Oct-20,UNKNOWN,TWW,NR POWER HOUSE RD DABARI,MINOR ROADS,2020
14849,809,AMAN VIHAR,279/304 A IPC,07-Aug-16,PVT CAR,PED,GOURI SHANKAR ENCLAVE PREM NGR,MINOR ROADS,2016
15445,809,BEGUM PUR,279/337/304 A IPC,12-Oct-16,PVT CAR,CAR,NEAR POLICE STATION BEGUMPUR D,100 FOOTA ROAD(ROHINI),2016
17232,809,SHAHBAD DAIRY,279/337 IPC,14-Nov-16,DELIVRY,PED,SEC-5 DSIDC BAWANA NR DD MALL,MINOR ROADS,2016
19462,809,MEHRAULI,279/337 IPC,16-Dec-20,HTV/GDS,PED,CHATARPUR MANDIR ROAD CDR CHOK,CHHATTAR PUR ROAD,2020
26467,809,BINDA PUR,279/337 IPC,05-Nov-17,PVT CAR,PED,NR LUCKY DAIRY UTTAM NAGAR,MINOR ROADS,2017
26566,809,DABRI,279/337 IPC,21-Dec-16,UNKNOWN,PED,ON ROAD DABRI DWARKA RD,MINOR ROADS,2016
9185,810,KHAZOORI,279/337 IPC,01-Dec-16,TSR,TWW,KHAJURI PUSTA NR POLICE STATIO,PUSTA ROAD,2016
14131,810,SAMAY PUR BADLI,279/304 A IPC,04-Dec-20,UNKNOWN,TWW,NR LABOUR CHOWK RAILWAY RD SPB,MINOR ROADS,2020
21642,810,GOVIND PURI,279/304 A IPC,17-Oct-16,UNKNOWN,PED,TARA APP RED LIGHT,RAVIDASS MARG,2016
25762,810,TILAK NAGAR,279/338 IPC,17-Nov-20,PVT CAR,PED,"GALI NO 2-3, NEW MAHAVIR NAGAR",MINOR ROADS,2020
26567,810,DABRI,279/337 IPC,21-Dec-16,PVT CAR,PED,SITAPUR BUS STAND RED LIGHT,MINOR ROADS,2016
14063,811,SAMAY PUR BADLI,279/337 IPC,19-Oct-18,UNKNOWN,PED,SGT NGR BUS STAND GTK ROAD,GTK ROAD,2018
16513,811,NARELA (OLD IND. AREA),279/337 IPC,20-Oct-17,UNKNOWN,PED,JHANDA CHOWK JJ COLONY BAWANA,MINOR ROADS,2017
24807,811,CHHAWALA,279/304 A IPC,14-Sep-20,UNKNOWN,TWW,JHABKAR VILL,MINOR ROADS,2020
25805,811,UTTAM NAGAR,279/337 IPC,18-Nov-16,S/C&M/C,TWW,NR H NO A3 EXT UTTAM NAGAR DEL,NAJAF GARH ROAD,2016
26670,811,DABRI,279/337 IPC,30-Dec-19,ERCAW,PED,CHOWK VISHAL DIARY BINDAPURI,MINOR ROADS,2019
28835,812,NIHAL VIHAR,279/337 IPC,07-Dec-17,PVT CAR,PED,SHANKAR STORE MAIN MKT NIHAL,MINOR ROADS,2017
29729,812,PUNJABI BAGH,279/337 IPC,12-Oct-20,UNKNOWN,PED,NEAR ASHOKA PARK METRO,ROHTAK ROAD,2020
16514,813,NARELA (OLD IND. AREA),279/337 IPC,21-Oct-17,UNKNOWN,PED,BEHIND SCHOL NO 1 JJ COLONY BA,BAWANA ROAD,2017
25806,813,UTTAM NAGAR,279/338 IPC,19-Nov-16,S/C&M/C,PED,WZ21A OM VIHAR INF GALI UTTAM,NAJAF GARH ROAD,2016
25851,813,UTTAM NAGAR,279/337 IPC,11-Nov-17,UNKNOWN,PED,PEEPAL RD MOHAN GARDEN NR PURI,MINOR ROADS,2017
26568,813,DABRI,279/338 IPC,25-Dec-16,S/C&M/C,TWW,NR GALI NO 3 MAHAVIR ENCLAVE,MINOR ROADS,2016
26683,813,DABRI,279/337 IPC,20-Oct-20,S/C&M/C,TWW,INF OF SABZI MANDI PALAM RD,MINOR ROADS,2020
28539,813,NANGLOI,279/337 IPC,27-Dec-19,PVT CAR,PED,RAJDHANI PARK METRO STATION,ROHTAK ROAD,2019
28836,813,NIHAL VIHAR,279/337 IPC,07-Dec-17,PVT CAR,TWW,NR SHAMSHAN GHAT NR NILOTHI NA,ROHTAK ROAD,2017
30026,813,RAJOURI GARDEN,279/337 IPC,21-Sep-20,UNKNOWN,TWW,METRO PILL 192  NR M PURI FLY,RING ROAD,2020
30094,813,RANHOLA,279/337 IPC,21-Nov-17,S/C&M/C,TWW,OPP SAHIL READYMENT GARMENTS N,MINOR ROADS,2017
14064,814,SAMAY PUR BADLI,279/337 IPC,19-Oct-18,HTV/GDS,CAR,INF CNG PMP LIBAPUR,GTK ROAD,2018
16751,814,RAJ PARK,279/337 IPC,11-Nov-20,PVT CAR,PED,INF POLICE BOOTH RED LIGHT,MINOR ROADS,2020
17090,814,SAMAY PUR BADLI,279/337 IPC,15-Sep-17,UNKNOWN,PED,SEC 18 ROHINI,MINOR ROADS,2017
29730,814,PUNJABI BAGH,279/337 IPC,12-Oct-20,S/C&M/C,TWW,SHIVAJI PARK METRO STATION R/L,ROHTAK ROAD,2020
13693,815,NARELA (OLD IND. AREA),279/337 IPC,22-Oct-17,UNKNOWN,PED,INF KASTURI RAM SCHOOL NARELA,MINOR ROADS,2017
14065,815,SAMAY PUR BADLI,279/304 A IPC,19-Oct-18,UNKNOWN,PED,NR LIBASPUR UNDERPASS,GTK ROAD,2018
22519,815,LAJPAT NAGAR,279/337 IPC,27-Dec-16,HTV/GDS,TAX,UNDER MOOL CHAND FLYOVER LAJPA,RING ROAD,2016
17321,816,SHAHBAD DAIRY,279/338 IPC,13-Nov-17,UNKNOWN,PED,INF KRISHNA COLONY SHAHBAD DAI,MINOR ROADS,2017
29286,816,PASCHIM VIHAR (WEST),279/337 IPC,09-Nov-20,UNKNOWN,TWW,ROUNDABOUT BHAIRO ENCLVE,DR. KB HEDGEWAR ROAD,2020
29731,817,PUNJABI BAGH,279/304 A IPC,12-Oct-20,TEMPO,PED,INF JHUGGI NO F801 CEMENT SIDI,RING ROAD,2020
30152,817,RANHOLA,279/337 IPC,30-Aug-20,DELIVRY,TWW,BAPROLLA CHOWK,NAJAFGARH NANGLOI RD,2020
9799,818,NEW USHMAN PUR,279/338 IPC,13-Oct-16,UNKNOWN,PED,SOM BAZAR TWDS SHASTRI PARK TO,MINOR ROADS,2016
9973,818,NEW USHMAN PUR,279/337/304 A IPC,16-Oct-18,TEMPO,TWW,NR PETROL PUMP SHASTRI PARK,GRANT TRUNK ROAD,2018
13320,818,MUKHERJI NAGAR,279/337 IPC,05-Sep-16,TSR,ERC,SIGNATURE APPT PARMANAND CHOWK,MINOR ROADS,2016
16547,818,NARELA (OLD IND. AREA),279/337/304 A IPC,11-Dec-18,TEMPO,PED,NR TOLL TAX BARIER LAMPUR,MINOR ROADS,2018
25852,818,UTTAM NAGAR,279/337 IPC,12-Nov-17,S/C&M/C,PED,GROVER SWEETS MPL NO 781 UTTAM,NAJAF GARH ROAD,2017
25966,818,UTTAM NAGAR,279/337/304 A IPC,26-Sep-20,UNKNOWN,PED,NR JJ COLONY HASTAL,MINOR ROADS,2020
28555,818,NANGLOI,279/304 A IPC,16-Jul-20,HTV/GDS,TWW,KIRADI MORE METRO P. NO 394,ROHTAK ROAD,2020
30027,818,RAJOURI GARDEN,279/337 IPC,24-Sep-20,PVT CAR,TWW,MS MARG OPPAJAYMAKHAN RD,MAJOR SURESH KUMAR ROAD,2020
14066,819,SAMAY PUR BADLI,279/304 A IPC,22-Oct-18,HTV/GDS,TWW,NR NANGLIPUNA UNDERPASS,MINOR ROADS,2018
14108,819,SAMAY PUR BADLI,279/304 A IPC,28-Nov-19,UNKNOWN,PED,SGT NAGAR PAR KARNE KE BAD,GTK ROAD,2019
25853,819,UTTAM NAGAR,279/337 IPC,13-Nov-17,PVT CAR,PED,INF YAS GARDEN SAKTI VIHAR,MINOR ROADS,2017
9974,820,NEW USHMAN PUR,279/337 IPC,17-Oct-18,UNKNOWN,TWW,3-1/2 PUSTA KHAJOORI TO S. PAR,MINOR ROADS,2018
12730,820,KESHAV PURAM,279/337 IPC,15-Dec-16,UNKNOWN,CAR,BEHIND K PURAM METRO STATION,37 NO ROAD,2016
28837,820,NIHAL VIHAR,279/337 IPC,10-Dec-17,UNKNOWN,PED,NR RATHI BUILDER RD,MINOR ROADS,2017
9800,821,NEW USHMAN PUR,279/337 IPC,14-Oct-16,UNKNOWN,PED,4TH PUSTA RED LIGHT USMANPUR,MINOR ROADS,2016
13629,821,NARELA (OLD IND. AREA),279/337 IPC,06-Nov-16,S/C&M/C,SLF,SHIV APPT PKT4 SEC A9 SRHC HOS,MINOR ROADS,2016
13942,821,SAMAY PUR BADLI,279/304 A IPC,04-Sep-16,UNKNOWN,PED,UPPER GTK NR BUS STAND LIBASPR,MINOR ROADS,2016
13694,822,NARELA (OLD IND. AREA),279/337 IPC,26-Oct-17,UNKNOWN,TWW,SRHC HOSPITAL INF PKT 7,MINOR ROADS,2017
13943,822,SAMAY PUR BADLI,279/337/304 A IPC,04-Sep-16,PVT CAR,PED,INF JAIN MANDIR,GTK ROAD,2016
26481,822,BINDA PUR,279/337 IPC,30-Sep-18,PVT CAR,CYC,GOVT. SCHOOL MATYALA VILLAGE,MINOR ROADS,2018
10353,823,SEEMA PURI,279/337 IPC,26-Dec-19,TEMPO,TWW,D-POCKET DILSHAD GARDEN,MINOR ROADS,2019
16515,823,NARELA (OLD IND. AREA),279/304 A IPC,26-Oct-17,S/C&M/C,CYR,INF POWER PLANT NR GHOGHA MORE,BAWANA ROAD,2017
16548,823,NARELA (OLD IND. AREA),279/337 IPC,19-Dec-18,S/C&M/C,SLF,NR AKHADA VILL- GHOGHA,MINOR ROADS,2018
24444,823,BABA HARIDAS NAGAR,279/337 IPC,04-Sep-20,PVT CAR,TWW,KALI PAIYO PETROL PUMP,NAJAF GARH ROAD,2020
24808,823,CHHAWALA,279/337 IPC,19-Sep-20,UNKNOWN,TWW,GHUMMANHERA NAJAGARH RD,NAJAF GARH ROAD,2020
30153,823,RANHOLA,279/304 A IPC,01-Sep-20,TRACTOR,PED,MACHHI MARKET SANTOSH NGR,MINOR ROADS,2020
14067,824,SAMAY PUR BADLI,279/304 A IPC,23-Oct-18,TEMPO,TMP,NR SOB SWAROOP NAGAR,GTK ROAD,2018
17322,824,SHAHBAD DAIRY,279/337 IPC,16-Nov-17,UNKNOWN,TWW,HOLAMBI KHURD METRO CHHOTI,MINOR ROADS,2017
29732,824,PUNJABI BAGH,279/337 IPC,15-Oct-20,TEMPO,TWW,PUNJABIBAGH FLY OVER,RING ROAD,2020
9801,825,NEW USHMAN PUR,279/304 A IPC,17-Oct-16,UNKNOWN,TWW,INF DHARAMPURA BUS STAND,GRANT TRUNK ROAD,2016
9975,825,NEW USHMAN PUR,279/337 IPC,18-Oct-18,UNKNOWN,TWW,3-1/2 PUSTA USMANPUR MAIN RD,MINOR ROADS,2018
13944,825,SAMAY PUR BADLI,279/304 A IPC,04-Sep-16,CTR BUS,PED,CW 236 SGT NGR,MINOR ROADS,2016
16272,825,MANGOL PURI,279/337 IPC,07-Oct-20,PVT CAR,TSR,WALMIKI CHOWK MANGOLPURI,MINOR ROADS,2020
24522,825,BINDA PUR,279/337 IPC,02-Aug-20,S/C&M/C,PED,UTTAM NAGAR EAST METRO STATION,NAJAF GARH ROAD,2020
25571,825,NAJAFGARH,279/337 IPC,01-Oct-20,PVT CAR,PED,NR NAVADA MARKET,NAJAF GARH ROAD,2020
9623,826,NAND NAGRI,279/337 IPC,23-Dec-18,PVT CAR,TSR,"BUS NO 212, BUS STAND",MINOR ROADS,2018
17233,826,SHAHBAD DAIRY,279/304 A IPC,26-Nov-16,PVT CAR,DLV,MAIN ROAD INF OF MAIN GATE,MINOR ROADS,2016
17816,826,SULTAN PURI,279/337 IPC,11-Aug-19,UNKNOWN,TWW,INF REYAN SHOWROOM,MINOR ROADS,2019
26569,826,DABRI,279/337 IPC,30-Dec-16,PVT CAR,PED,GALI NO 39 NR ATM RAJAPURI,MINOR ROADS,2016
9186,827,KHAZOORI,279/338 IPC,17-Dec-16,BUS OTR,TWW,INF JANGAL GATE POLICE TRANING,PUSTA ROAD,2016
20638,827,VASANT VIHAR,279/304 A IPC,16-Aug-16,UNKNOWN,PED,BER SARAI FLYOVER DHALAN,OUTER RING ROAD,2016
13761,828,NARELA (OLD IND. AREA),279/337 IPC,19-Dec-18,PVT CAR,TWW,INF MSP MALL,MINOR ROADS,2018
25967,828,UTTAM NAGAR,279/337 IPC,05-Oct-20,GRM.SEW,PED,NR METROPILLER NO 708,NAJAF GARH ROAD,2020
30154,828,RANHOLA,279/337 IPC,03-Sep-20,HTV/GDS,TWW,INF SAI BABA MANDIR RANHOLA GA,MINOR ROADS,2020
13099,829,MANGOL PURI,279/337 IPC,10-Oct-20,UNKNOWN,PED,POLICE BOOTH IND AREA-2 M PURI,MINOR ROADS,2020
13321,829,MUKHERJI NAGAR,279/337 IPC,14-Sep-16,PVT CAR,TWW,GATE NO 11 NPL KINGSWAY CAMP D,MINOR ROADS,2016
16549,829,NARELA (OLD IND. AREA),279/337 IPC,19-Dec-18,UNKNOWN,PED,NR AKHADA VILL GHOGHO,MINOR ROADS,2018
17101,829,SAMAY PUR BADLI,279/337 IPC,27-Oct-18,DELIVRY,TWW,NR CNG PUMP ROHINI SEC 18,MINOR ROADS,2018
24523,829,BINDA PUR,279/337 IPC,04-Aug-20,PVT CAR,PED,METRO PILLAR 654 UTTAM NAGAR,NAJAF GARH ROAD,2020
30348,829,TILAK NAGAR,279/304 A IPC,29-Dec-16,ERCAW,SLF,VISHNU GARDEN J BLOCK RAGHBIR,MINOR ROADS,2016
9187,830,KHAZOORI,279/337 IPC,21-Dec-16,UNKNOWN,TSR,INF PS K KHAS KARAWAL NAGAR,MINOR ROADS,2016
15983,830,MANGOL PURI,279/304 A IPC,15-Aug-16,S/C&M/C,PED,TEMPO STAND NR KUDA KHATTA Y B,MINOR ROADS,2016
28772,830,NIHAL VIHAR,279/337 IPC,07-Nov-16,UNKNOWN,PED,CHANDER VIHAR NALA,MINOR ROADS,2016
30349,830,TILAK NAGAR,279/337 IPC,29-Dec-16,HTV/GDS,TSR,RED LIGHT SUBHASH NAGAR NAJAFG,NAJAF GARH ROAD,2016
9802,831,NEW USHMAN PUR,279/304 A IPC,19-Oct-16,UNKNOWN,PED,1ST PUSTA NEW USMANPUR,MINOR ROADS,2016
13630,831,NARELA (OLD IND. AREA),279/304 A IPC,11-Nov-16,UNKNOWN,PED,POLICE POST JJ CLY BAWANA DELH,MINOR ROADS,2016
13762,831,NARELA (OLD IND. AREA),279/338 IPC,22-Dec-18,S/C&M/C,PED,NEAR SAINI SWEETS,NARELA ROAD,2018
14011,831,SAMAY PUR BADLI,279/304 A IPC,20-Sep-17,TEMPO,PED,HNO 213 GALI NO 7 SIRASPUR,MINOR ROADS,2017
16606,831,PRASHANT VIHAR,279/337 IPC,24-Nov-16,UNKNOWN,PED,SHAKTI APTT NR TOILET SEC-9,MINOR ROADS,2016
19293,831,MEHRAULI,279/337 IPC,31-Mar-16,PVT CAR,TWW,ANDHERIA MORE RE DLIGHT CHATTA,MEHRAULI GURGAON RD,2016
30028,831,RAJOURI GARDEN,279/337 IPC,27-Sep-20,UNKNOWN,TWW,INF OF D 37TAGOR GARDEN,MINOR ROADS,2020
3973,832,LAXMI NAGAR (SHAKAR PUR),279/337 IPC,21-Oct-16,TSR,PED,METRO STATION LAXMI NAGAR,VIKAS MARG,2016
9976,832,NEW USHMAN PUR,279/337 IPC,20-Oct-18,TEMPO,PED,INF SHYAMGIRI MANDIR TWDS S P,GRANT TRUNK ROAD,2018
13631,832,NARELA (OLD IND. AREA),279/304 A IPC,14-Nov-16,DELIVRY,TWW,SRHC RED LIGHT 8 FOOTA RD NARE,MINOR ROADS,2016
25763,832,TILAK NAGAR,279/337 IPC,21-Nov-20,PVT CAR,PED,PUNJABI MK BEHIND PACIFIC MALL,MINOR ROADS,2020
9188,833,KHAZOORI,279/337 IPC,23-Dec-16,TSR,TWW,INF PS CUT BIHARIPUR GAON SIDE,PUSTA ROAD,2016
14109,833,SAMAY PUR BADLI,279/338 IPC,10-Dec-19,DELIVRY,PED,SAROJ HOSPITAL TO JJ CAMP NR K,MINOR ROADS,2019
14132,833,SAMAY PUR BADLI,279/304 A IPC,16-Dec-20,UNKNOWN,TWW,NR FOB SWAROOP NAGAR,GTK ROAD,2020
28556,833,NANGLOI,279 IPC,24-Jul-20,TEMPO,CAR,NR KAMRUDDIN BUS STOP,ROHTAK ROAD,2020
28866,833,NIHAL VIHAR,279/337 IPC,27-Dec-18,CRANE,TWW,NR SHIV RAM PARK GANDA NALA,MINOR ROADS,2018
30342,833,SAGAR PUR,279/337 IPC,11-Nov-20,PVT CAR,PED,SOLANKI BARAT GHAR NASIRPUR,MINOR ROADS,2020
9556,836,NAND NAGRI,279/337 IPC,03-Sep-17,UNKNOWN,PED,NR SDM OFFICE SUNDER NAGAR,MINOR ROADS,2017
10007,836,NEW USHMAN PUR,279/337 IPC,11-Nov-19,S/C&M/C,PED,GALI NO 12 X BLOCK BHRAMPURI,BRAHAM PURI ROAD,2019
