S. no.,FIR No.,Police station,Date of crash ,Time of crash (24 hr format),Responsible road user,Victim user type (as per Delhi Traffic Police),Pedestrian Injured ,Pedestrian killed,MTW Injured,MTW killed,Other vehicle type involved,Injured (other vehicle),Fatalities (other vehicle),Age (killed 1),Gender (killed 1),Road user type (killed 1),Age (killed 2),Gender (killed 2),Road user type (killed 2),Age (killed 3),Gender (killed 3),Road user type (killed 2),Responsible road user Age,Responsible road user Gender,Place of occurrence,Road name,Geocordinates (Latitude),Geocordinates (longitude),Total injured,Total killed,If offending vehicle is Unknown Reason unknown; eg: hit and run
998,485,DWARKA NORTH,01-Oct-20,21:46,Tempo/ Tractor,TWW,0,0,0,1,,0,0,42,Male,,0,,,,,,,,"BALAJI APTT SEC-3 DWARKA,",MINOR ROADS,28.605635,77.041251,0,1,
999,59,DWARKA SOUTH,08-Feb-20,14:00,UNKNOWN,Pedestrians,0,1,0,0,,0,0,65,Male,Pedestrian,0,,,,,,,,"SEC-2, R/L NR GODHULI CUT",MINOR ROADS,28.635,77.092901,0,1,Hit and run
1000,590,HARI NAGAR,18-Oct-20,14:00,UNKNOWN,Pedestrians,0,1,0,0,,0,0,71,Male,Pedestrian,0,,,,,,,,INF OF FUTCH NAGAR GURUDWARA,MINOR ROADS,28.633757,77.097577,0,1,Hit and run
1001,104,HARI NAGAR,01-Mar-20,01:07,UNKNOWN,Pedestrians,0,1,0,0,,0,0,35,Male,Pedestrian,0,,,,,,,,NEAR JAIL ROAD,JAIL ROAD,28.634998,77.097176,0,1,Hit and run
1002,231,HARI NAGAR,14-Apr-20,21:33,Motorised two wheeler,Pedestrians,0,1,0,0,,0,0,55,Male,Pedestrian,0,,,,,,34,Male,DDU HOSPITAL HARI NGR,MINOR ROADS,28.628054,77.108648,0,1,
1003,478,HARI NAGAR,27-Jul-20,19:58,UNKNOWN,Pedestrians,0,1,0,0,,0,0,45,Female,Pedestrian,0,,,,,,,,NR SIGNATURE HOTEL HARI NAGAR,MINOR ROADS,28.63088,77.113687,0,1,Hit and run
1004,484,HARI NAGAR,04-Aug-20,21:40,Motorised two wheeler,TWW,0,0,0,1,,0,0,,Male,Driver,0,,,,,,21,Male,NR MIRAJ CINEMA DILLI DARBAR,MINOR ROADS,28.638439,77.107111,0,1,
1005,333,INDER PURI,27-Jun-20,15:30,Tempo/ Tractor,TWW,0,0,0,1,,0,0,21,Male,Driver,0,,,,,,,,"R/L LOHA MANDI,INDERPURI",DEV PARKASH SHASTRI ROAD,28.640452,77.144937,0,1,
1006,339,INDER PURI,07-Jul-20,00:00,UNKNOWN,TSR,0,1,0,0,,0,0,30,Male,Pedestrian,0,,,,,,,,OPP KALI MATA MANDIR,DEV PARKASH SHASTRI ROAD,28.637681,77.14657,0,1,Hit and run
1007,360,INDER PURI,11-Jul-20,14:13,UNKNOWN,Pedestrians,0,1,0,0,,0,0,35,Male,Pedestrian,0,,,,,,,,KRISHI KUNJ BUS STAND INDERPUR,DEV PARKASH SHASTRI ROAD,28.637659,77.146553,0,1,Hit and run
1008,483,INDER PURI,02-Nov-20,00:57,UNKNOWN,TWW,0,0,0,1,,0,0,28,Male,Driver,0,,,,,,,,NR LOHA MANDI T-POINT,DEV PARKASH SHASTRI ROAD,28.64036,77.144975,0,1,Hit and run
1009,490,INDER PURI,09-Nov-20,Unknown,UNKNOWN,Pedestrians,0,1,0,0,,0,0,49,Male,Pedestrian,0,,,,,,,,INDERPURI NEW DELHI,MINOR ROADS,28.63451,77.143634,0,1,Hit and run
1010,529,INDER PURI,05-Dec-20,07:19,UNKNOWN,TWW,0,0,0,1,,0,0,,Male,Driver,0,,,,,,,,NR LOHA MANDI T POINT KRISHI K,DEV PARKASH SHASTRI ROAD,28.63758,77.146605,0,1,Hit and run
1011,28,JANAK PURI,17-Jan-20,16:37,UNKNOWN,Pedestrians,0,1,0,0,,0,0,,,Pedestrian,,,,,,,,,"GATE NO2, B-1, JANAKPURI",MINOR ROADS,28.629684,77.091482,0,1,Hit and run
1012,31,JANAK PURI,19-Jan-20,09:00,Car/ Jeep/ Van/ Taxi,Pedestrians,0,1,0,0,,0,0,,,Pedestrian,,,,,,,,Male,"INF ANY TIME FITNESS GYM,JANKP",MINOR ROADS,28.622257,77.068957,0,1,
1013,52,JANAK PURI,28-Jan-20,06:10,UNKNOWN,Cyclists,0,1,0,0,,0,0,60,Male,Pedestrian,,,,,,,,,NR BUDH BAZAR RD R/L DABRI,PANKHA ROAD,28.613722,77.086863,0,1,Hit and run
1014,68,JANAK PURI,05-Feb-20,22:20,UNKNOWN,TWW,0,0,0,1,,0,0,,,,,,,,,,,,DABRI FLYOVER,MINOR ROADS,28.612855,77.088451,0,1,Hit and run
1015,89,JANAK PURI,24-Feb-20,10:24,UNKNOWN,Pedestrians,0,0,0,1,,0,0,,,,,,,,,,,,TILAK PUL NR PANKHA RD A1BLOCK,PANKHA ROAD,28.621796,77.069324,0,1,Hit and run
1016,102,JANAK PURI,11-Mar-20,12:23,UNKNOWN,TWW,0,0,1,1,,0,0,21,Male,Passenger,,,,,,,,,"TIHAR JAIL GATE 4,SAGARPUR",MINOR ROADS,28.616623,77.096119,1,1,Hit and run
1017,234,JANAK PURI,17-Apr-20,18:45,Car/ Jeep/ Van/ Taxi,TWW,0,0,1,1,,0,0,,,,,,,,,,,,INF HNO B3-179 DHARAM MARG,MINOR ROADS,28.628183,77.091635,1,1,
1018,464,JANAK PURI,16-Jun-20,11:20,Car/ Jeep/ Van/ Taxi,TSR,0,0,0,0,Auto-rickshaw,1,1,35,Female,Passenger,,,,,,,,,C1 RED LIGHT PANKHA ROAD JP,PANKHA ROAD,28.621805,77.069195,1,1,
1019,486,JANAK PURI,09-Jul-20,14:00,UNKNOWN,Pedestrians,0,1,0,0,,0,0,,,Pedestrian,,,,,,,,,DISTIRCT PARK NR DASHERA PARK,MINOR ROADS,28.621942,77.087483,0,1,Hit and run
1020,511,JANAK PURI,26-Jul-20,00:00,UNKNOWN,Pedestrians,0,1,0,0,,0,0,,,Pedestrian,,,,,,,,,"DABARI FLYOVER, JANAKPURI",PANKHA ROAD,28.612855,77.088451,0,1,Hit and run
1021,574,JANAK PURI,21-Sep-20,06:27,Motorised two wheeler,Self,0,0,0,1,,0,0,,Male,,,,,,,,,,NR JEEVAN PARK BUS STAND SAGAR,PANKHA ROAD,28.620014,77.072644,0,1,
1022,585,JANAK PURI,27-Sep-20,20:30,UNKNOWN,TWW,0,0,1,1,,0,0,,,,,,,,,,,,NR GOLD GYM PANKHA RAOD,PANKHA ROAD,28.622257,77.068957,1,1,Hit and run
1023,622,JANAK PURI,01-Nov-20,20:00,Motorised two wheeler,Pedestrians,0,1,1,0,,0,0,,,Pedestrian,,,,,,,,,NR C-1 BUS STAND,MINOR ROADS,28.61824,77.076679,1,1,
1024,653,JANAK PURI,15-Nov-20,02:00,UNKNOWN,TWW,0,0,0,1,,0,0,20,Male,Driver,,,,,,,,,INF GOVT SCCHOOL BUDH BAZAR RD,MINOR ROADS,28.636596,77.053439,0,1,Hit and run
1025,658,JANAK PURI,15-Nov-20,07:15,UNKNOWN,TWW,0,0,2,1,,0,0,,,,,,,,,,,,DHARAM MARG CROSSING,NAJAF GARH ROAD,28.628183,77.091635,2,1,Hit and run
1026,677,JANAK PURI,03-Dec-20,11:55,Auto-rickshaw- TSR,TWW,0,0,0,1,,0,0,,Male,Driver,,,,,,,,,INF A-3/17 JANAK PURI,MINOR ROADS,28.62461,77.073762,0,1,
1027,679,JANAK PURI,04-Dec-20,05:45,Car/ Jeep/ Van/ Taxi,Cyclists,0,0,0,0,Bicycle,0,1,42,Male,Cyclist,,,,,,,,,INF KALI MATA MANDIR SATRAM MA,PANKHA ROAD,28.611018,77.108288,0,1,Hit and run
1028,115,KHAYALA,04-Feb-20,15:50,UNKNOWN,Pedestrians,0,1,0,0,,0,0,4,Female,Pedestrian,0,,,,,,,,"TANKI WALI JHUGGI, RAGHUVIR N",MINOR ROADS,28.656225,77.108935,0,1,Hit and run
1029,496,KHAYALA,13-May-20,19:00,UNKNOWN,Pedestrians,0,1,0,0,,0,0,80,Male,Pedestrian,0,,,,,,,,NR SUNIL DAIRY VISHNU GARDEN,MINOR ROADS,28.646932,77.089585,0,1,Hit and run
1030,36,KIRTI NAGAR,17-Jan-20,14:15,Tempo/ Tractor,TWW,0,0,0,1,,0,0,35,Male,Driver,0,,,,,,,Male,NR MAYA PURI CHOWK,RING ROAD,28.638777,77.129634,0,1,
1031,77,MAYA PURI,08-Mar-20,15:00,Bus,Pedestrians,0,1,0,0,,0,0,66,Male,Pedestrian,,,,,,,,Male,JUNK MARKET RED LIGHT MAYAPURI,MAYAPURI MARG,28.614692,77.10753,0,1,
1032,438,MAYA PURI,25-Jul-20,22:07,UNKNOWN,Pedestrians,0,1,0,0,,0,0,,,Pedestrian,,,,,,,,,INF HUNDAI SHOWROOM,MINOR ROADS,28.62927,77.179216,0,1,Hit and run
1033,446,MAYA PURI,29-Jul-20,00:00,Bus,Cyclists,0,0,0,0,Bicycle,0,1,51,Male,Cyclist,0,,,,,,,Male,MAYAPURI METRO STN,MINOR ROADS,28.637103,77.127552,0,1,
1034,459,MAYA PURI,12-Aug-20,21:46,Bus,TWW,0,0,0,1,,0,0,32,Male,Driver,0,,,,,,,Male,NR TOYOTA SHOWROOM SATGURU RAM,MINOR ROADS,28.62261,77.117489,0,1,
1035,501,MAYA PURI,14-Oct-20,19:40,Car/ Jeep/ Van/ Taxi,Pedestrians,0,1,0,0,,0,0,45,Male,Pedestrian,0,,,,,,,Male,NR JANTA DHABA SABZI MANDI MAN,MINOR ROADS,28.60655,77.106988,0,1,
1036,542,MAYA PURI,11-Nov-20,04:20,Heavy vehicles,HTV,0,0,0,0,Car/ Jeep/ Van/ Taxi,0,1,,Male,Passenger,0,,,,,,,Male,NR NEXA MARUTI SHOWROOM,MINOR ROADS,28.624737,77.1132399,0,1,
1037,576,MAYA PURI,18-Nov-20,17:26,UNKNOWN,Pedestrians,0,0,0,1,,0,0,60,Male,,0,,,,,,,,JUNK MKT BUS STOP LAJWANTI CHO,MAYAPURI MARG,28.6183,77.112352,0,1,Hit and run
1038,84,MOTI NAGAR,02-Feb-20,11:20,Bus,PAS,0,1,0,0,,,,,,Pedestrian,,,,,,,,,CAMPA COLA ROAD MOTI NAGAR,NAJAF GARH ROAD,28.5345,77.2779,0,1,
1039,96,MOTI NAGAR,13-Feb-20,22:00,UNKNOWN,Pedestrians,0,1,0,0,,0,0,18,Male,Pedestrian,0,,,,,,,,UNDER ZAKHIRA FLYOVER,MINOR ROADS,28.668947,77.164169,0,1,Hit and run
1040,101,MOTI NAGAR,19-Feb-20,19:27,Motorised two wheeler,Pedestrians,0,0,0,1,,0,0,52,Male,Driver,0,,,,,,,,OPP LAWANYA ORCHID BANQUET,NAJAF GARH ROAD,28.663166,77.154864,0,1,
1041,471,MOTI NAGAR,02-Jul-20,19:39,Motorised two wheeler,Pedestrians,0,1,0,0,,0,0,50,Male,Pedestrian,0,,,,,,,,INF KLJ CAMP MOTI NAGAR,RAMA ROAD,28.655827,77.150868,0,1,unknown
1042,547,MOTI NAGAR,11-Aug-20,23:00,UNKNOWN,TWW,0,0,0,1,,0,0,37,Male,Driver,0,,,,,,,,NR ZAKHIRA FLYOVER,NAJAF GARH ROAD,28.668581,77.16453,0,1,Hit and run
1043,613,MOTI NAGAR,24-Sep-20,22:25,UNKNOWN,Pedestrians,0,1,0,0,,0,0,52,Male,Pedestrian,0,,,,,,,,NR MOMENT MALL TWDS SHADIPUR,PATEL ROAD,28.657263,77.14701,0,1,Hit and run
1044,641,MOTI NAGAR,11-Oct-20,01:31,Tempo/ Tractor,Car,0,0,0,0,Car/ Jeep/ Van/ Taxi,1,3,31,Male,Driver,42,Male,Passenger,35,Male,Passenger,,,SHADIPUR FLYOVER INF KIRTI NGR,PATEL ROAD,28.66834,77.136391,1,3,
1045,707,MOTI NAGAR,15-Nov-20,Unknown,UNKNOWN,Cyclists,0,0,0,0,Bicycle,0,1,60,Male,Cyclist,0,,,,,,,,ZAKKIRA TO PUNJABI BAGH,NEW ROHTAK ROAD,28.671345,77.156473,0,1,Hit and run
1046,759,MOTI NAGAR,28-Dec-20,00:41,UNKNOWN,Pedestrians,0,1,0,0,,0,0,,,Pedestrian,,,,,,,,,INF OF KRITINAGAR METRO STATIO,PATEL ROAD,28.655808,77.150857,0,1,Hit and run
1047,598,MOTI NAGAR,16-Sep-20,02:30,UNKNOWN,Pedestrians,0,1,0,0,,0,0,0,Male,Pedestrian,0,,,,,,,,NR PI NO 359 METRO STN RAMESH,NAJAF GARH ROAD,28.653032,77.13164,0,1,Hit and run
1048,620,MOTI NAGAR,27-Sep-20,23:27,UNKNOWN,TWW,0,0,0,1,,0,0,21,Male,Driver,0,,,,,,,,INF A CLASS MARBLE MARKET PATE,PATEL ROAD,28.658028,77.142667,0,1,Hit and run
1049,63,MUNDKA,25-Jan-20,19:40,Heavy vehicles,TWW,0,0,0,1,,0,0,46,Male,Driver,0,,,,,,,,NANGLOI TOWARDS TIKRI BORDER,MINOR ROADS,28.688309,76.964112,0,1,
1050,34,MUNDKA,17-Feb-20,21:33,Heavy vehicles,TWW,0,0,0,2,,0,0,18,Male,Passenger,,Male,Driver,,,,,,MUNDKA TO RITHALA ROAD MUNDKA,MINOR ROADS,28.682531,77.037644,0,2,
1051,66,MUNDKA,19-Feb-20,07:00,Heavy vehicles,TWW,0,0,1,1,,0,0,26,Male,Driver,0,,,,,,45,Male,"NR METRO P.NO. 567, MUNDKA IND",ROHTAK ROAD,28.646015,77.040892,1,1,
1052,86,MUNDKA,08-Mar-20,12:45,UNKNOWN,Pedestrians,0,1,0,0,,0,0,33,Male,Pedestrian,0,,,,,,,,NR MUNDKA METRO STN,ROHTAK ROAD,28.682278,77.031596,0,1,Hit and run
1053,91,MUNDKA,09-Mar-20,Unknown,Tempo/ Tractor,TWW,0,0,0,1,,0,0,,,,,,,,,,,,"NR METRO P.NO. 605, GEVRA MOD",ROHTAK ROAD,28.685031,76.991973,0,1,
1054,97,MUNDKA,15-Mar-20,17:15,UNKNOWN,Pedestrians,0,1,0,0,,0,0,19,Male,Pedestrian,0,,,,,,,,NEAR METRO STATION MUNDKA,MINOR ROADS,28.681807,77.028423,0,1,Hit and run
1055,104,MUNDKA,23-Mar-20,00:05,Car/ Jeep/ Van/ Taxi,Pedestrians,0,1,0,0,,0,0,50,Male,Pedestrian,0,,,,,,,,NR PILL NO 506 ROHTAK ROAD,ROHTAK ROAD,28.682262,77.035056,0,1,
1056,274,MUNDKA,06-May-20,14:30,Car/ Jeep/ Van/ Taxi,Pedestrians,1,2,0,0,,0,0,10,Male,Pedestrian,10,Male,Pedestrian,,,,,,LAKHRAM PARK TIKRI KALAN MURGA,MINOR ROADS,28.682382,77.96481,1,2,
1057,323,MUNDKA,25-Jun-20,17:30,UNKNOWN,Pedestrians,0,1,0,0,,0,0,81,Male,Pedestrian,,,,,,,,,TIKRI KALAN,ROHTAK ROAD,28.682431,77.964802,0,1,Hit and run
1058,330,MUNDKA,29-Jun-20,21:00,Motorised two wheeler,Self,0,0,0,1,,0,0,30,Male,Self,0,,,,,,,,"300 FUTA RD, MUNDKA INDST. ARE",MINOR ROADS,28.682094,77.03475,0,1,
1059,361,MUNDKA,12-Jul-20,09:30,Heavy vehicles,Cyclists,0,0,0,0,Bicycle,0,1,50,Male,Cyclist,0,,,,,,,,NR METRO PILAR NO. 513,ROHTAK ROAD,28.68187,77.030703,0,1,
1060,371,MUNDKA,25-Jul-20,07:00,Heavy vehicles,TWW,0,0,2,1,,,,24,Male,,0,,,,,,,,NR GHEVRA MODE METRO P.NO 761,ROHTAK ROAD,28.620088,77.037252,2,1,
1061,398,MUNDKA,10-Aug-20,Unknown,Car/ Jeep/ Van/ Taxi,Self,0,0,0,0,Car/ Jeep/ Van/ Taxi,0,1,,,,,,,,,,,,"PILLOR NO 650, TOWDS NANGLOI",GURU GOVIND SINGH ROAD,28.684867,77.001488,0,1,
1062,402,MUNDKA,11-Aug-20,18:45,Heavy vehicles,Cyclists,0,0,0,0,Bicycle,0,1,0,Male,Cyclist,0,,,,,,22,Male,RED LIGHT NR MUNDAKA,ROHTAK ROAD,28.683984,77.017108,0,1,
1063,420,MUNDKA,23-Aug-20,19:30,UNKNOWN,Pedestrians,0,1,0,0,,0,0,38,Male,Pedestrian,0,,,,,,,,NR MUNDKA IND AREA METRO STN,GURU GOVIND SINGH ROAD,28.683656,77.017472,0,1,Hit and run
1064,454,MUNDKA,06-Oct-20,00:30,Heavy vehicles,TWW,0,0,0,0,Auto-rickshaw,0,1,35,Male,Driver,0,,,,,,,,PILLAR NO 594 TO 588 GHEVRA RD,ROHTAK ROAD,28.689575,76.993465,0,1,unknown
1065,483,MUNDKA,19-Oct-20,07:15,UNKNOWN,Pedestrians,0,1,0,0,,,,55,Male,Pedestrian,0,,,,,,,,NR METRO PILLER NO 513,ROHTAK ROAD,28.682242,77.068712,0,1,Hit and run
1066,511,MUNDKA,14-Nov-20,14:11,UNKNOWN,Pedestrians,0,1,0,0,,,,32,Male,Pedestrian,0,,,,,,,,"METRO P.NO. 581-82, MUNDKA",ROHTAK ROAD,28.683294,77.03034,0,1,Hit and run
1067,585,MUNDKA,20-Dec-20,21:28,UNKNOWN,Pedestrians,0,1,0,0,,0,0,45,Male,Pedestrian,0,,,,,,,,INF PVC MARKET GATE NO 5 TIKRI,MINOR ROADS,28.688144,77.961706,0,1,Hit and run
1068,598,MUNDKA,25-Dec-20,12:40,Heavy vehicles,TWW,0,0,0,1,,,,43,Male,Driver,0,,,,,,40,Male,METRO PILLAR NO 514 MUNDKA TWD,ROHTAK ROAD,28.682446,77.030265,0,1,
1069,147,NANGLOI,06-Mar-20,06:00,UNKNOWN,Pedestrians,0,1,0,0,,0,0,,Male,Pedestrian,0,,,,,,,,"SULTANPURI BUS STAND, NANGLOI",MINOR ROADS,28.622614,77.063923,0,1,Hit and run
1070,177,NANGLOI,17-Mar-20,23:21,UNKNOWN,TWW,0,0,0,1,,0,0,27,Male,Driver,0,,,,,,,,NANGLOI TWDS PEERAGARHI FLYOVE,ROHTAK ROAD,28.679348,77.068704,0,1,Hit and run
1071,190,NANGLOI,22-Mar-20,22:00,Motorised two wheeler,DTC,0,0,2,1,,0,0,,Male,Passenger,0,,,,,,,,INF METRO PI NO 363A FOOT OVER,ROHTAK ROAD,28.682279,77.059103,2,1,
1072,742,NANGLOI,19-Jun-20,22:15,Heavy vehicles,TWW,0,0,0,1,,0,0,22,Male,Driver,0,,,,,,,,SUKHI NAHAR ROHTAK RD PEERA GA,ROHTAK ROAD,28.679348,77.093351,0,1,
1073,796,NANGLOI,11-Jul-20,06:30,Car/ Jeep/ Van/ Taxi,TAX,0,0,0,0,Car/ Jeep/ Van/ Taxi,2,1,,Male,Passenger,,,,,,,,Male,NANGLOI FLYOVER,ROHTAK ROAD,28.682252,77.059504,2,1,
1074,818,NANGLOI,16-Jul-20,02:20,Heavy vehicles,TWW,0,0,0,1,,0,0,,Male,Driver,,,,,,,,Male,KIRADI MORE METRO P. NO 394,ROHTAK ROAD,28.682429,77.062367,0,1,
1075,870,NANGLOI,02-Aug-20,00:00,Tempo/ Tractor,Pedestrians,0,1,0,0,,0,0,45,Male,Pedestrian,0,,,,,,,,OPP PHULON WALI GALI,MINOR ROADS,28.682419,77.063941,0,1,
1076,885,NANGLOI,07-Aug-20,23:15,Heavy vehicles,Pedestrians,0,1,0,0,,0,0,36,Female,Pedestrian,0,,,,,,,,KRISHNA GARDEN,GURU GOVIND SINGH ROAD,28.682103,77.052391,0,1,
1077,981,NANGLOI,21-Sep-20,15:15,UNKNOWN,Pedestrians,0,1,0,0,,0,0,11,Female,Pedestrian,0,,,,,,,,BUDH BAZAR NANGLOI JJ COL,MINOR ROADS,28.683673,77.061289,0,1,Hit and run
1078,983,NANGLOI,22-Sep-20,11:06,UNKNOWN,Pedestrians,0,1,0,0,,0,0,25,Male,Pedestrian,0,,,,,,,,POLE NO 701 BACK SIDE OF SCHOO,MINOR ROADS,28.681683,77.055379,0,1,Hit and run
1079,997,NANGLOI,02-Oct-20,04:10,UNKNOWN,TWW,0,0,1,1,,0,0,,Male,Passenger,0,,,,,,,,NR FOB TWD BAHADURGARH NANGLOI,ROHTAK ROAD,28.681683,77.055379,1,1,Hit and run
1080,1000,NANGLOI,03-Oct-20,21:00,Motorised two wheeler,Self,0,0,0,2,,0,0,19,Male,Passenger,27,Male,Driver,,,,,,ON NANGLOI FLYOVER,ROHTAK ROAD,28.682313,77.058141,0,2,
1081,3,NARAINA,02-Jan-20,04:20,Auto-rickshaw- TSR,Pedestrians,0,0,0,0,Auto-rickshaw,2,1,,Male,,0,,,,,,,,ON NARAINA FLYOVER,RING ROAD,28.622466,77.13569,2,1,
1082,17,NARAINA,08-Jan-20,01:15,Heavy vehicles,DTC,0,0,0,0,Heavy vehicles,0,1,,Male,Driver,0,,,,,,,,LOHA MANDI NARAINA FIRE STATIO,MINOR ROADS,28.633341,77.139452,0,1,
1083,448,NARAINA,09-Jun-20,20:52,Car/ Jeep/ Van/ Taxi,Cyclists,0,0,0,1,,0,0,52,Male,Driver,0,,,,,,50,Male,LOHA MANDI FLYOVER,MINOR ROADS,28.636799,77.141323,0,1,
1084,453,NARAINA,15-Jun-20,21:00,Heavy vehicles,TWW,0,0,1,1,,0,0,,Male,,0,,,,,,,,RED LIGHT FIRE STATION NARAINA,MINOR ROADS,28.632814,77.139163,1,1,
1085,626,NARAINA,24-Oct-20,21:13,UNKNOWN,Pedestrians,0,1,0,0,,0,0,30,Male,Pedestrian,0,,,,,,,,NR METRO PILLER NO 6 RING ROAD,RING ROAD,28.627456,77.134004,0,1,Hit and run
1086,630,NARAINA,31-Oct-20,00:00,UNKNOWN,Pedestrians,1,1,0,0,,0,0,,Male,Pedestrian,0,,,,,,,,CB NARAINA RING ROAD,RING ROAD,28.621246,77.136166,1,1,Hit and run
1087,637,NARAINA,08-Nov-20,03:30,Heavy vehicles,Pedestrians,0,1,0,0,,0,0,60,Male,Pedestrian,0,,,,,,,Male,NR C-121 MAIL MOTER SERVICE,MINOR ROADS,28.62783,77.136587,0,1,
1088,640,NARAINA,09-Nov-20,08:27,Motorised two wheeler,Self,0,0,1,1,,0,0,20,Male,Passenger,0,,,,,,22,Male,NARAINA RED LIGHT,RING ROAD,28.616407,77.136385,1,1,
1089,656,NARAINA,20-Nov-20,03:30,UNKNOWN,TWW,0,0,0,1,,0,0,35,Male,Driver,0,,,,,,,,NR LOHA MANDI NARAINA FLYOVER,MINOR ROADS,28.633242,77.139205,0,1,Hit and run
1090,665,NARAINA,18-Dec-20,07:13,UNKNOWN,Pedestrians,0,1,0,0,,0,0,36,Male,Pedestrian,0,,,,,,,,OPP BRO RING ROAD NARAINA BUS,RING ROAD,28.619158,77.136421,0,1,Hit and run
1091,670,NARAINA,26-Dec-20,20:30,UNKNOWN,Cyclists,0,0,1,0,Bicycle,0,1,45,Male,Cyclist,0,,,,,,,,NARAINA T POINT RED LIGHT,RING ROAD,28.626464,77.134317,1,1,Hit and run
1092,450,NARAINA,11-Jun-20,03:30,UNKNOWN,Pedestrians,0,1,0,0,,0,0,,Male,Pedestrian,0,,,,,,,,NARAINA INDUSTRIAL AREA,MINOR ROADS,28.64116,77.144978,0,1,Hit and run
1093,533,NARAINA,22-Jul-20,08:30,Heavy vehicles,Pedestrians,0,1,0,0,,0,0,,Male,Pedestrian,0,,,,,,,,LOHA MANDI PH-I NARIANA,MINOR ROADS,28.641177,77.14495,0,1,
1094,61,NIHAL VIHAR,23-Jan-20,13:15,Heavy vehicles,TWW,0,0,0,1,,,,6,Male,Passenger,0,,,,,,,Male,NEAR NILOTHI MORE,NAJAFGARH NANGLOI RD,28.663317,77.051279,0,1,
1095,777,NIHAL VIHAR,26-Jul-20,Unknown,UNKNOWN,Pedestrians,0,1,0,0,,0,0,,,Pedestrian,,,,,,,,,NR SATYA BHAMA HOSPITAL,NAJAFGARH NANGLOI RD,28.677043,77.063353,0,1,Hit and run
1096,926,NIHAL VIHAR,18-Sep-20,17:00,Bus,TWW,0,0,0,1,,,,28,Male,Driver,,,,,,,,Male,NR PANCHMUKHI HANUMAN MANDIR R,NAJAFGARH NANGLOI RD,28.658245,77.043716,0,1,
1097,927,NIHAL VIHAR,19-Sep-20,07:16,UNKNOWN,Pedestrians,0,0,0,1,,0,0,,,,,,,,,,,,RISHAL GARDEN,NAJAFGARH NANGLOI RD,28.661279,77.049685,0,1,Hit and run
1098,975,NIHAL VIHAR,07-Oct-20,21:30,Car/ Jeep/ Van/ Taxi,TWW,0,0,1,1,,0,0,,Male,Passenger,0,,,,,,,,NR JJ PROPERTY NALA D CHANDER,MINOR ROADS,28.665092,77.077579,1,1,
1099,1099,NIHAL VIHAR,17-Nov-20,14:30,Tempo/ Tractor,Pedestrians,0,1,0,0,,,,19,Male,Pedestrian,0,,,,,,,,NR SUKHI NAHAR PULIA KUNWAR SI,MINOR ROADS,28.670451,77.04409,0,1,
1100,14,PASCHIM VIHAR (EAST),13-Jan-20,Unknown,UNKNOWN,Pedestrians,0,1,0,0,,0,0,,Female,Pedestrian,,,,,,,,,"OPP METRO P.NO 224,AVTAR ENCLA",MINOR ROADS,28.67763,77.108098,0,1,Hit and run
1101,497,PASCHIM VIHAR (EAST),31-Jul-20,08:00,Bus,ERC,0,0,0,0,Other,0,1,22,Male,Driver,,,,,,,,,R/L MULTAN NAGAR P. VIHAR,ROHTAK ROAD,28.677227,77.10457,0,1,
1102,609,PASCHIM VIHAR (EAST),01-Nov-20,23:00,UNKNOWN,TWW,0,0,0,1,,0,0,19,Male,,,,,,,,,,NR BUS STOP MULTAN NAGAR,ROHTAK ROAD,28.677534,77.10469,0,1,Hit and run
1103,37,PASCHIM VIHAR (WEST),21-Jan-20,02:25,UNKNOWN,Pedestrians,0,1,0,0,,0,0,,,Pedestrian,,,,,,,,,SAIYAD VILL. NANGLOI,NAJAFGARH NANGLOI RD,28.659608,77.081257,0,1,Hit and run
1104,71,PASCHIM VIHAR (WEST),05-Feb-20,19:30,Heavy vehicles,Pedestrians,0,1,0,0,,0,0,,,Pedestrian,,,,,,,,,F BLOCK UDHOG NAGAR,MINOR ROADS,28.681107,77.094763,0,1,
1105,120,PASCHIM VIHAR (WEST),11-Mar-20,00:17,Motorised two wheeler,Pedestrians,0,0,1,1,,0,0,,,,,,,,,,,,DTC DEPOT NANGLOI,GURU GOVIND SINGH ROAD,28.681196,77.078753,1,1,
1106,673,PASCHIM VIHAR (WEST),17-Jul-20,12:40,UNKNOWN,Pedestrians,0,1,0,0,,0,0,60,Male,Pedestrian,,,,,,,,,PEERAGAHII CHOWK OPP BIKANER,GURU GOVIND SINGH ROAD,28.679224,77.094346,0,1,Hit and run
1107,846,PASCHIM VIHAR (WEST),18-Nov-20,07:20,UNKNOWN,TWW,0,0,2,1,,0,0,,,,,,,,,,,,PEERAGARHI METRO STN,ROHTAK ROAD,28.679751,77.09146,2,1,Hit and run
1108,863,PASCHIM VIHAR (WEST),12-Dec-20,02:00,UNKNOWN,TWW,0,0,0,1,,0,0,25,Male,,,,,,,,,,INF LAWANYA BANQUET HALL,ROHTAK ROAD,28.680587,77.083707,0,1,Hit and run
1109,726,PASCHIM VIHAR (WEST),23-Aug-20,15:39,Car/ Jeep/ Van/ Taxi,Self,0,0,0,0,Car/ Jeep/ Van/ Taxi,0,1,42,Male,Driver,,,,,,,,,INF NAGIN APT OUTER RING RD,OUTER RING ROAD,28.673252,77.093575,0,1,
